lon	390328	392715
F10_orf750	392910	395162
bcrA	395165	396145
MPN335	396132	398357
nadD	398358	399407
MPN337	399477	401342
MPN338	401345	403243
MPN339	403243	403917
pcrA	403921	405510
mutB1	405573	407720
hsdM	407861	409492
MPN343	409562	410863
MPN344	411086	411736
MPN346	413431	413778
MPN347a	415161	415295
MPN348	416070	416564
MPN349	416554	417399
ygiH	417391	418110
MPN351	418116	418757
sigA	418741	420240
dnaE	420293	422155
grs1	422139	423488
yacO	423510	424238
cysS	424241	425554
lig	425535	427511
lig	426185	426262
MPN358	427679	429283
MPN359	429513	430289
rpmE	430334	430627
prfA	430628	431707
MPN362	431707	433068
MPN363	433200	433508
MPN364	433547	435580
MPN365	435618	436730
MPN368	439220	439762
MPN369	439894	440655
MPN370	441296	443509
MPN372	444341	446116
MPN373	446127	446741
MPN374	447770	448459
MPN375	448805	449194
MPN376	449573	452995
MPN376a	452284	452400
MPN377	453422	453646
dnaE	453650	456268
polA	456272	457147
fpg	457147	457980
yidA	458126	459004
MPN382	458998	459600
yidA	459530	460378
leuS	460381	462762
MPN385	462763	463107
yaaF	463142	463831
MPN387	463979	465055
lplA	465427	466446
pdhD	466473	467846
pdhC	467847	469055
MPN391a	469147	469290
pdhB	469374	470357
pdhA	470379	471455
MPN393a	470846	470971
nox	471476	472915
apt	472983	473516
F11_orf887	473551	476466
spoT	476470	478671
MPN398	478668	479324
MPN399	479324	480187
MPN400	480249	481997
greA	482765	483247
proS	483529	484980
MPN403	485125	485493
MPN404	485474	486514
MPN405	486521	487114
MPN405a	486917	487009
MPN406	487149	487403
MPN407	487508	490147
MPN408a	490298	490420
MPN408	490375	492657
MPN409	492730	494331
MPN410	494694	495140
MPN410a	495106	495210
MPN411	495282	496040
MPN412	496634	497470
MPN413	497547	497966
MPN414	498076	499557
P37	499808	500950
P29	500943	501677
P69	501670	503298
MPN419	503299	503721
alaS	503721	506423
glpQ	506475	507200
MPN421	507193	508620
mnmA	508751	509863
MPN423	509864	510253
ylxM	510253	510561
ftsY	510542	511588
MPN426	511594	514542
yidA	514727	515599
eutD	515605	516567
pgk	516605	517834
gap	517837	518850
MPN431	518881	519834
artP	519824	520972
cbiO	520867	521679
dnaK	521837	523624
MPN435	523680	524867
MPN436	524877	528611
MPN436a	527765	527842
MPN440	532818	534998
MPN441	535468	535776
deaD	536526	537755
MPN444	537762	541739
lip3	541734	542603
rpsD	542664	543281
hmw1	543304	546360
MPN448	546424	547281
orf8	547332	548678
orf7	548690	549634
come3	549513	550622
hmw3	550662	552680
MPN453	552694	553518
MPN454	553539	554120
ctaD	554209	555072
MPN456	555398	558415
ktrB	562658	564355
ktrA	564390	565085
MPN462	565237	566049
MPN463	566124	566597
MPN464	566891	568228
MPN465a	568625	569155
MPN468	570782	571408
MPN469	572254	572985
pepX	573026	574090
rpmG	574090	574251
degV	574270	575151
lip2	575157	575963
MPN474	575950	579051
in=hypothetica	579105	579389
engA	579408	580757
cmk	580759	581412
MPN477	581439	582068
MPN478	582071	582778
MPN479	582782	583375
valS	583403	585919
engB	585903	586484
MPN482a	586488	586658
MPN482	586492	586686
yibD	586772	587797
MPN484	588302	588613
MPN485	589030	590475
nifS	590569	591795
MPN488	591798	592220
MPN488a	592201	592479
MPN489	592398	596300
MPN489a	592931	593134
recA	596816	597826
MPN491	597900	599324
MPN491a	598849	599079
yjfW	599463	600380
ulaD	600316	600972
yjfU	600974	601453
MPN495	601455	601742
ulaA	601745	603727
MPN497	604155	604586
araD	604897	605625
MPN499	605579	606070
MPN500	606218	607801
MPN501	608167	608757
MPN502	609202	610470
MPN504	612740	613120
MPN505	613188	613949
MPN506	614865	617246
MPN507	617366	618457
MPN508	618485	620014
MPN509	620561	622498
MPN509a	622139	622318
MPN510	622874	624250
MPN511	624862	625644
MPN512	625675	626139
MPN513	626917	627369
MPN514	627886	628248
rpoC	628410	632282
rpoB	632286	636461
MPN517	636554	637054
MPN518	638147	639193
lip3	639196	640014
ileS	640132	642717
ygl3	642760	643260
MPN522	643251	643883
MPN523	644038	644955
MPN524	645545	646051
MPN525	646644	647885
MPN526	647866	648852
MPN527	649107	649784
ppa	649839	650393
MPN528a	650402	650920
MPN529	650917	651246
MPN530	651395	651805
clpB	651802	653949
licA	654125	654973
ackA	654981	656153
MPN534	656494	656916
MPN534a	656690	656752
ruvA	656922	657542
ruvB	657517	658440
mucB	658426	659664
rplJ	659782	660267
rplL	660305	660673
MPN539a	660585	660746
rpmF	660680	660853
rpsT	660863	661126
MPN542	661187	661843
fmt	661848	662783
MPN544	662783	664777
rnc	664761	665609
plsX	665599	666585
MPN547	666585	668261
MPN548	668316	669296
MPN549	669283	670260
MPN550	670253	671416
MPN551	671403	672248
MPN552	672255	673064
thrSv	673057	674751
MPN554	674751	675065
MPN555	675067	675648
argS	675691	677304
gidA	677332	679170
gidB	679163	679738
MPN559	679692	680399
arcA	680477	681793
udk	681847	682488
outB	682485	683231
obgE	683224	684525
adh	684729	685784
MPN565	685998	686624
glpQ	686626	687339
P200	687343	690453
spg	690553	691428
MPN569	691416	691880
MPN570	691864	692253
lcnDR3	692255	694237
MPN572	694341	695678
groEL	695692	697323
groES	697326	697676
MPN575	697864	698250
glyA	698685	699905
MPN577	700067	701107
MPN578	701545	701847
MPN579	701863	702192
MPN580	702334	702756
MPN581	702824	703621
MPN582	703797	705116
MPN583	705554	706231
MPN583a	706405	706671
MPN584	706735	707142
MPN585	707204	708112
MPN586	708186	709229
MPN587	709105	709557
MPN588	709615	711210
MPN589	711423	711896
MPN590	712037	712690
MPN591	712847	713908
MPN592	714431	715996
MPN592a	714928	715059
MPN593	716097	716465
MPN594	716691	717059
lacA	716977	717435
MPN596	717435	719144
atpC	719144	719545
atpD	719548	720975
atpG	720975	721814
atpA	721814	723370
atpH	723373	723909
atpF	723902	724525
atpE	724528	724845
atpB	724848	725729
MPN605	725695	726168
eno	726174	727544
pmsR	727599	728072
phoU	728069	728746
pstB	728749	729738
pstA	729723	731678
MPN611	731678	732835
MPN612	733077	736070
MPN613	736185	737219
MPN614	737155	738159
hsdS	738245	739351
rpsI	739424	739822
rplM	739828	740268
dnaX	740299	742344
uvrA	742353	745199
MPN620	745177	747696
MPN621	747742	749427
rpsO	749432	749692
deaD	749850	751202
rpmB	751224	751421
MPN625	751465	751890
MPN626	752025	752543
ptsI	752540	754258
pgm	754263	755789
tpiA	755782	756516
yfiB	756569	757783
tsf	757870	758766
pyrH	758768	759475
MPN635	761504	762562
frr	762639	763193
cdsA	763193	764380
MPN638	764400	765527
MPN639	765524	766387
MPN640	766395	767297
MPN641	767297	768127
MPN642	768130	768969
MPN643	768969	769877
MPN644	769798	770649
MPN645	770652	771503
MPN646	771503	772336
MPN647	772359	773231
MPN648	773342	773752
MPN649	774639	775049
MPN650	775034	775339
mtlA	776337	777476
mtlD	777463	778557
mtlF	778538	778969
MPN654	779342	779731
MPN655	780008	780622
rbgA	781095	781910
MPN655a	781253	781336
MPN657	781879	783084
rplS	783100	783459
trmD	783443	784075
rpsP	784141	784425
K05_orf499	784489	786138
pilB	786139	786594
MPN663	786558	787262
degV	787269	787982
tuf	788141	789325
MPN666	789410	790165
gtaB	790153	791028
osmC	791025	791447
tyrS	791473	792672
MPN670	792712	793749
ftsH	794302	796431
MPN672a	796418	796591
hpt	796612	797139
MPN673	797139	797648
ldh	797819	798757
MPN675	799162	799467
MPN677	800735	802012
gltX	801993	803447
ksgA	803434	804225
MPN680	804218	805375
rnpA	805356	805712
rpmH	805702	805848
devA	805871	806890
MPN684	806892	812540
cysA	812546	813400
dnaA	813468	814787
MPN687	814787	815539
soj	815526	816338
